config,coord_dim,seed,k_frac,spearman_D_S,perm_null_mean,perm_null_sd,perm_p,perm_p_one_sided,n_perm,n_inputs,n_pairs,inputs,within_imp_mean_rho,cohesion_selected,cohesion_random_mean,cohesion_random_sd,cohesion_z,cohesion_matched_mean,cohesion_matched_sd,cohesion_matched_z,imp_selected,imp_all
cifar10 geo_r,3,4,0.2,-0.1241515576493119,9.543778007588402e-05,0.007355076855458078,0.001,0.001,999,10000,300000,test,-0.15744371504695615,0.030178509652614594,0.018803656036034226,0.0012875013598506152,8.834828422290233,0.023837531367316842,0.001402699183673521,4.520554623957821,0.5855498909950256,0.5089207887649536
cifar10 geo_r,3,5,0.05,-0.11262558218287096,7.467396520499917e-05,0.007113302463903737,0.001,0.001,999,10000,300000,test,-0.14161534828941028,0.03137506917119026,0.019057863382622598,0.0027818144226127352,4.427759696698725,0.03087857186794281,0.004107020597321081,0.12088989849488892,0.6420057415962219,0.5089207887649536
cifar10 geo_r,3,5,0.1,-0.11262558218287096,7.467396520499917e-05,0.007113302463903737,0.001,0.001,999,10000,300000,test,-0.14161534828941028,0.03490066900849342,0.018752182493917646,0.0018469550151328014,8.743302556652335,0.026294380836188794,0.0023763440902419713,3.62165067088691,0.6035346388816833,0.5089207887649536
cifar10 geo_r,3,5,0.2,-0.11262558218287096,7.467396520499917e-05,0.007113302463903737,0.001,0.001,999,10000,300000,test,-0.14161534828941028,0.028221821412444115,0.018693098491057755,0.001116048378910136,8.537912059111282,0.02414226621389389,0.0013827014284632803,2.950423794769471,0.586915910243988,0.5089207887649536
cifar10 geo_r,3,6,0.05,-0.11335228021903813,0.00023621142610930057,0.007398849028752156,0.001,0.001,999,10000,300000,test,-0.1454431973143009,0.028085846453905106,0.01839210281148553,0.0029178807547346583,3.3221863584959643,0.02619195549748838,0.003643875336550255,0.5197463636859684,0.6025766730308533,0.5089207887649536
cifar10 geo_r,3,6,0.1,-0.11335228021903813,0.00023621142610930057,0.007398849028752156,0.001,0.001,999,10000,300000,test,-0.1454431973143009,0.024518011137843132,0.01876637923065573,0.001833869582390026,3.136336389065977,0.026419686805456876,0.002690641531996297,-0.7067740701586654,0.6091813445091248,0.5089207887649536
cifar10 geo_r,3,6,0.2,-0.11335228021903813,0.00023621142610930057,0.007398849028752156,0.001,0.001,999,10000,300000,test,-0.1454431973143009,0.020326020196080208,0.018678376907482742,0.0011375287341264288,1.4484410263397358,0.023078603995963932,0.0014488208908089142,-1.8998785946874408,0.5751951336860657,0.5089207887649536
cifar10 geo_r,3,7,0.05,-0.12981077358303922,4.2368738092641976e-05,0.007384709341297967,0.001,0.001,999,10000,300000,test,-0.16144742583135874,0.020868349820375443,0.019166551986709236,0.0027300832495587065,0.6233501609586217,0.0316750911436975,0.004323038802287498,-2.49980206402588,0.6532480120658875,0.5089207887649536
cifar10 geo_r,3,7,0.1,-0.12981077358303922,4.2368738092641976e-05,0.007384709341297967,0.001,0.001,999,10000,300000,test,-0.16144742583135874,0.028593286871910095,0.01887119778431952,0.0018176386760489016,5.3487468165979255,0.028120218524709344,0.002695317479279727,0.17551488856580066,0.6240794658660889,0.5089207887649536
cifar10 geo_r,3,7,0.2,-0.12981077358303922,4.2368738092641976e-05,0.007384709341297967,0.001,0.001,999,10000,300000,test,-0.16144742583135874,0.021626237779855728,0.018671077145263552,0.0012273841316315182,2.4076901077874417,0.025983627522364258,0.0013987780656169256,-3.1151401687669305,0.6044353246688843,0.5089207887649536
cifar10 geo_r,3,8,0.05,-0.12273379375095837,0.00011573197257668575,0.007193872060271086,0.001,0.001,999,10000,300000,test,-0.15426631289615175,0.029768366366624832,0.018663530023768544,0.002761765062562097,4.0209199867759144,0.030111218430101873,0.004131369889890251,-0.0829875011271772,0.6418230533599854,0.5089207887649536
cifar10 geo_r,3,8,0.1,-0.12273379375095837,0.00011573197257668575,0.007193872060271086,0.001,0.001,999,10000,300000,test,-0.15426631289615175,0.02192467264831066,0.018846798124723136,0.001740468477199476,1.7684172750842366,0.028497117552906275,0.002652650196145661,-2.4776900141857308,0.62619948387146,0.5089207887649536
cifar10 geo_r,3,8,0.2,-0.12273379375095837,0.00011573197257668575,0.007193872060271086,0.001,0.001,999,10000,300000,test,-0.15426631289615175,0.022770993411540985,0.018922632019966842,0.0013153495476940875,2.9257328558746183,0.026656734086573125,0.0014104530728770422,-2.754959202117265,0.6105541586875916,0.5089207887649536
cifar10 geo_r,3,9,0.05,-0.11792276065818803,-0.00018826474332316002,0.007085110703025287,0.001,0.001,999,10000,300000,test,-0.14548426576479007,0.027840929105877876,0.019025773182511328,0.002876546287666927,3.0644929852499403,0.025333955930545927,0.0035950684900507993,0.6973366937438203,0.6019467115402222,0.5089207887649536
